age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
27.0,Low,Unknown,Young,Medium,Medium,Intermediate,High,44,Budget Solutions Master,0.06,0.11,"Low, Unknown, Young, Medium, Medium, Intermediate, High 0.06 0.11"
34.0,Medium,Unknown,Middle-aged,Low,Unknown,Beginner,Medium,89,Savvy Builder Essential,0.59,0.07,"Medium, Unknown, Middle-aged, Low, Unknown, Beginner, Medium 0.59 0.07"
38.0,Low,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Beginner,Medium,48,Guide Expert,-0.05,0.11,"Low, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Beginner, Medium -0.05 0.11"
41.0,Medium,"Investment Growth, Retirement",Middle-aged,High,High,Beginner,Low,65,Foundation Essential,0.16,-0.14,"Medium, Investment Growth, Retirement, Middle-aged, High, High, Beginner, Low 0.16 -0.14"
,High,Debt Freedom,Unknown,Unknown,Unknown,Unknown,Unknown,8,Future Blueprint Advanced,-0.49,0.09,"High, Debt Freedom, Unknown, Unknown, Unknown, Unknown, Unknown -0.49 0.09"
44.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Intermediate,High,61,Money Academy Total,-0.12,-0.41,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Intermediate, High -0.12 -0.41"
29.0,Medium,Investment Growth,Young,High,Medium,Beginner,Medium,93,Financial Builder,0.47,0.18,"Medium, Investment Growth, Young, High, Medium, Beginner, Medium 0.47 0.18"
55.0,Medium,"Investment Growth, Emergency Fund",Older,Low,Medium,Beginner,Medium,91,Future Blueprint Unlimited,0.38,0.11,"Medium, Investment Growth, Emergency Fund, Older, Low, Medium, Beginner, Medium 0.38 0.11"
55.0,Medium,"Investment Growth, Emergency Fund",Older,Low,Medium,Beginner,Medium,87,Foundation,0.34,-0.18,"Medium, Investment Growth, Emergency Fund, Older, Low, Medium, Beginner, Medium 0.34 -0.18"
46.0,Low,"Retirement, Investment Growth",Middle-aged,Medium,High,Beginner,High,46,Fortune Planner Unlimited,-0.13,0.48,"Low, Retirement, Investment Growth, Middle-aged, Medium, High, Beginner, High -0.13 0.48"
46.0,Low,Unknown,Middle-aged,Medium,Low,Intermediate,High,80,Advantage,0.02,-0.55,"Low, Unknown, Middle-aged, Medium, Low, Intermediate, High 0.02 -0.55"
53.0,Medium,"Debt Freedom, Investment Growth",Older,Low,Medium,Intermediate,High,59,Cash Strategy Supreme,0.0,-0.36,"Medium, Debt Freedom, Investment Growth, Older, Low, Medium, Intermediate, High 0.0 -0.36"
53.0,Medium,"Debt Freedom, Investment Growth",Older,Low,Medium,Intermediate,High,13,Roadmap,-0.43,-0.31,"Medium, Debt Freedom, Investment Growth, Older, Low, Medium, Intermediate, High -0.43 -0.31"
,Medium,Retirement,Unknown,Low,Medium,Beginner,High,53,Thrive Planner Total,0.11,0.14,"Medium, Retirement, Unknown, Low, Medium, Beginner, High 0.11 0.14"
29.0,High,Emergency Fund,Young,High,Low,Intermediate,Medium,2,Smart Strategy Deluxe,-0.85,-0.18,"High, Emergency Fund, Young, High, Low, Intermediate, Medium -0.85 -0.18"
28.0,Low,"Investment Growth, Emergency Fund",Young,High,Medium,Intermediate,Medium,93,Financial Builder,0.47,0.18,"Low, Investment Growth, Emergency Fund, Young, High, Medium, Intermediate, Medium 0.47 0.18"
46.0,High,"Retirement, Debt Freedom",Middle-aged,High,Low,Unknown,Medium,41,Wealth Solutions Ultra,-0.07,0.16,"High, Retirement, Debt Freedom, Middle-aged, High, Low, Unknown, Medium -0.07 0.16"
53.0,Medium,Unknown,Older,Unknown,Unknown,Unknown,Unknown,43,Budget Builder Gold,0.1,0.04,"Medium, Unknown, Older, Unknown, Unknown, Unknown, Unknown 0.1 0.04"
26.0,Medium,Retirement,Young,Unknown,Unknown,Unknown,Unknown,87,Foundation,0.34,-0.18,"Medium, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.34 -0.18"
46.0,Low,Debt Freedom,Middle-aged,Medium,Medium,Intermediate,High,90,Economic Blueprint Platinum,0.4,0.19,"Low, Debt Freedom, Middle-aged, Medium, Medium, Intermediate, High 0.4 0.19"
,High,"Emergency Fund, Debt Freedom",Unknown,High,Medium,Beginner,High,99,Treasury Foundation Essential,0.29,-0.29,"High, Emergency Fund, Debt Freedom, Unknown, High, Medium, Beginner, High 0.29 -0.29"
47.0,High,Debt Freedom,Middle-aged,High,High,Intermediate,Low,87,Foundation,0.34,-0.18,"High, Debt Freedom, Middle-aged, High, High, Intermediate, Low 0.34 -0.18"
36.0,Medium,Retirement,Middle-aged,Low,Low,Beginner,Medium,91,Future Blueprint Unlimited,0.38,0.11,"Medium, Retirement, Middle-aged, Low, Low, Beginner, Medium 0.38 0.11"
36.0,Medium,Retirement,Middle-aged,Low,Low,Beginner,Medium,50,Academy Essential,-0.04,0.03,"Medium, Retirement, Middle-aged, Low, Low, Beginner, Medium -0.04 0.03"
,High,Retirement,Unknown,High,High,Beginner,Unknown,66,Dollar Academy Ultra,0.06,-0.36,"High, Retirement, Unknown, High, High, Beginner, Unknown 0.06 -0.36"
42.0,Low,"Investment Growth, Retirement",Middle-aged,High,High,Intermediate,Low,60,Fiscal Roadmap Essential,0.1,0.04,"Low, Investment Growth, Retirement, Middle-aged, High, High, Intermediate, Low 0.1 0.04"
,Medium,"Debt Freedom, Investment Growth",Unknown,High,Medium,Beginner,Unknown,97,Treasury Mastery,0.53,0.04,"Medium, Debt Freedom, Investment Growth, Unknown, High, Medium, Beginner, Unknown 0.53 0.04"
54.0,Medium,Unknown,Older,High,Medium,Beginner,Low,69,Advantage Pro,0.18,-0.14,"Medium, Unknown, Older, High, Medium, Beginner, Low 0.18 -0.14"
25.0,High,Unknown,Young,Unknown,Unknown,Unknown,Unknown,20,Equity Strategy Platinum,-0.38,0.44,"High, Unknown, Young, Unknown, Unknown, Unknown, Unknown -0.38 0.44"
44.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,Low,Medium,Unknown,Medium,8,Future Blueprint Advanced,-0.49,0.09,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, Low, Medium, Unknown, Medium -0.49 0.09"
39.0,Unknown,Investment Growth,Middle-aged,Low,High,Intermediate,Low,51,Money Builder Deluxe,0.07,0.07,"Unknown, Investment Growth, Middle-aged, Low, High, Intermediate, Low 0.07 0.07"
28.0,Low,"Investment Growth, Debt Freedom",Young,Low,Low,Intermediate,High,48,Guide Expert,-0.05,0.11,"Low, Investment Growth, Debt Freedom, Young, Low, Low, Intermediate, High -0.05 0.11"
29.0,High,Retirement,Young,Medium,Medium,Intermediate,Medium,21,Economic Blueprint Supreme,-0.23,0.04,"High, Retirement, Young, Medium, Medium, Intermediate, Medium -0.23 0.04"
35.0,Low,"Investment Growth, Retirement",Middle-aged,Low,Medium,Intermediate,High,3,Economic Guide Total,-0.61,-0.47,"Low, Investment Growth, Retirement, Middle-aged, Low, Medium, Intermediate, High -0.61 -0.47"
54.0,Medium,"Investment Growth, Debt Freedom",Older,High,Medium,Intermediate,Medium,29,Economic Planner Unlimited,-0.2,0.11,"Medium, Investment Growth, Debt Freedom, Older, High, Medium, Intermediate, Medium -0.2 0.11"
54.0,Medium,"Investment Growth, Debt Freedom",Older,High,Medium,Intermediate,Medium,49,Wealth Navigator,0.1,0.18,"Medium, Investment Growth, Debt Freedom, Older, High, Medium, Intermediate, Medium 0.1 0.18"
32.0,Medium,Emergency Fund,Young,Unknown,Low,Beginner,Medium,54,Thrive Solutions,0.11,0.05,"Medium, Emergency Fund, Young, Unknown, Low, Beginner, Medium 0.11 0.05"
31.0,Medium,Investment Growth,Young,Unknown,Unknown,Unknown,Unknown,11,Equity Method Platinum,-0.28,0.07,"Medium, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.28 0.07"
28.0,Medium,Debt Freedom,Young,Low,Medium,Intermediate,High,63,Budget Academy,0.1,0.11,"Medium, Debt Freedom, Young, Low, Medium, Intermediate, High 0.1 0.11"
43.0,High,Emergency Fund,Middle-aged,Unknown,Unknown,Unknown,Unknown,90,Economic Blueprint Platinum,0.4,0.19,"High, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.4 0.19"
39.0,High,Retirement,Middle-aged,High,Low,Unknown,Unknown,90,Economic Blueprint Platinum,0.4,0.19,"High, Retirement, Middle-aged, High, Low, Unknown, Unknown 0.4 0.19"
,High,"Emergency Fund, Retirement",Unknown,Low,High,Beginner,High,4,Asset Builder Expert,-0.4,0.06,"High, Emergency Fund, Retirement, Unknown, Low, High, Beginner, High -0.4 0.06"
42.0,Low,Emergency Fund,Middle-aged,Medium,Medium,Intermediate,High,15,Path,-0.31,0.02,"Low, Emergency Fund, Middle-aged, Medium, Medium, Intermediate, High -0.31 0.02"
39.0,Medium,Debt Freedom,Middle-aged,Medium,Unknown,Intermediate,High,14,Cash Guide,-0.26,0.14,"Medium, Debt Freedom, Middle-aged, Medium, Unknown, Intermediate, High -0.26 0.14"
27.0,Medium,Emergency Fund,Young,Medium,Medium,Beginner,Low,3,Economic Guide Total,-0.61,-0.47,"Medium, Emergency Fund, Young, Medium, Medium, Beginner, Low -0.61 -0.47"
,Unknown,Retirement,Unknown,Low,High,Intermediate,Medium,72,Secure Advantage,0.3,0.2,"Unknown, Retirement, Unknown, Low, High, Intermediate, Medium 0.3 0.2"
40.0,Medium,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Low,Intermediate,Medium,77,Academy,0.26,0.11,"Medium, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Low, Intermediate, Medium 0.26 0.11"
39.0,High,Investment Growth,Middle-aged,Low,High,Unknown,Medium,70,Secure Guide,0.3,0.03,"High, Investment Growth, Middle-aged, Low, High, Unknown, Medium 0.3 0.03"
39.0,High,Investment Growth,Middle-aged,Low,High,Unknown,Medium,10,Financial Success,-0.31,-0.05,"High, Investment Growth, Middle-aged, Low, High, Unknown, Medium -0.31 -0.05"
51.0,High,Emergency Fund,Older,Medium,High,Beginner,High,36,Asset Success Premium,-0.23,-0.36,"High, Emergency Fund, Older, Medium, High, Beginner, High -0.23 -0.36"
37.0,Low,"Debt Freedom, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,25,Prosper Journey,-0.22,0.33,"Low, Debt Freedom, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.22 0.33"
34.0,High,"Debt Freedom, Retirement",Middle-aged,High,Low,Beginner,Unknown,69,Advantage Pro,0.18,-0.14,"High, Debt Freedom, Retirement, Middle-aged, High, Low, Beginner, Unknown 0.18 -0.14"
47.0,Low,Investment Growth,Middle-aged,High,Unknown,Intermediate,High,67,Budget Success Premium,-0.09,-1.02,"Low, Investment Growth, Middle-aged, High, Unknown, Intermediate, High -0.09 -1.02"
47.0,Low,Investment Growth,Middle-aged,High,Unknown,Intermediate,High,64,Savvy Vision,0.21,0.24,"Low, Investment Growth, Middle-aged, High, Unknown, Intermediate, High 0.21 0.24"
43.0,Medium,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,High,23,Fortune Success Pro,-0.22,-0.08,"Medium, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, High -0.22 -0.08"
39.0,Low,"Investment Growth, Debt Freedom",Middle-aged,Medium,Medium,Beginner,Medium,61,Money Academy Total,-0.12,-0.41,"Low, Investment Growth, Debt Freedom, Middle-aged, Medium, Medium, Beginner, Medium -0.12 -0.41"
44.0,Medium,Emergency Fund,Middle-aged,Medium,Unknown,Intermediate,Unknown,84,Savvy Success,0.38,-0.12,"Medium, Emergency Fund, Middle-aged, Medium, Unknown, Intermediate, Unknown 0.38 -0.12"
44.0,Medium,Emergency Fund,Middle-aged,Medium,Unknown,Intermediate,Unknown,46,Fortune Planner Unlimited,-0.13,0.48,"Medium, Emergency Fund, Middle-aged, Medium, Unknown, Intermediate, Unknown -0.13 0.48"
29.0,High,"Emergency Fund, Investment Growth",Young,Medium,Medium,Beginner,High,36,Asset Success Premium,-0.23,-0.36,"High, Emergency Fund, Investment Growth, Young, Medium, Medium, Beginner, High -0.23 -0.36"
55.0,High,"Retirement, Debt Freedom",Older,Unknown,Unknown,Unknown,Unknown,68,Economic Academy Advanced,0.3,0.06,"High, Retirement, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown 0.3 0.06"
27.0,High,Investment Growth,Young,High,Unknown,Beginner,High,20,Equity Strategy Platinum,-0.38,0.44,"High, Investment Growth, Young, High, Unknown, Beginner, High -0.38 0.44"
26.0,Medium,"Emergency Fund, Retirement",Young,Low,High,Beginner,Medium,11,Equity Method Platinum,-0.28,0.07,"Medium, Emergency Fund, Retirement, Young, Low, High, Beginner, Medium -0.28 0.07"
37.0,Medium,"Emergency Fund, Investment Growth",Middle-aged,Medium,High,Beginner,Medium,73,Dollar Navigator Gold,0.17,0.19,"Medium, Emergency Fund, Investment Growth, Middle-aged, Medium, High, Beginner, Medium 0.17 0.19"
45.0,Low,Unknown,Middle-aged,Unknown,Unknown,Intermediate,Low,15,Path,-0.31,0.02,"Low, Unknown, Middle-aged, Unknown, Unknown, Intermediate, Low -0.31 0.02"
43.0,High,Unknown,Middle-aged,Medium,Unknown,Intermediate,High,30,Prosper Foundation Prime,-0.4,-0.5,"High, Unknown, Middle-aged, Medium, Unknown, Intermediate, High -0.4 -0.5"
43.0,High,Unknown,Middle-aged,Medium,Unknown,Intermediate,High,96,Savvy Tracker,0.48,0.08,"High, Unknown, Middle-aged, Medium, Unknown, Intermediate, High 0.48 0.08"
45.0,Medium,"Retirement, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Retirement, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.48 -0.03"
51.0,Low,Emergency Fund,Older,Medium,Medium,Intermediate,High,97,Treasury Mastery,0.53,0.04,"Low, Emergency Fund, Older, Medium, Medium, Intermediate, High 0.53 0.04"
,High,Debt Freedom,Unknown,Unknown,Unknown,Unknown,Unknown,55,Fiscal System Expert,0.1,0.23,"High, Debt Freedom, Unknown, Unknown, Unknown, Unknown, Unknown 0.1 0.23"
36.0,High,Unknown,Middle-aged,Low,Medium,Beginner,Low,93,Financial Builder,0.47,0.18,"High, Unknown, Middle-aged, Low, Medium, Beginner, Low 0.47 0.18"
45.0,Medium,"Debt Freedom, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,14,Cash Guide,-0.26,0.14,"Medium, Debt Freedom, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.26 0.14"
45.0,Medium,"Debt Freedom, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,42,Dollar Mastery Select,-0.05,0.02,"Medium, Debt Freedom, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.05 0.02"
43.0,High,"Debt Freedom, Emergency Fund",Middle-aged,Low,High,Beginner,Low,79,Secure Navigator,0.02,-0.44,"High, Debt Freedom, Emergency Fund, Middle-aged, Low, High, Beginner, Low 0.02 -0.44"
43.0,High,"Debt Freedom, Emergency Fund",Middle-aged,Low,High,Beginner,Low,32,Financial Advantage,-0.12,-0.04,"High, Debt Freedom, Emergency Fund, Middle-aged, Low, High, Beginner, Low -0.12 -0.04"
40.0,High,Emergency Fund,Middle-aged,Medium,Medium,Beginner,Medium,30,Prosper Foundation Prime,-0.4,-0.5,"High, Emergency Fund, Middle-aged, Medium, Medium, Beginner, Medium -0.4 -0.5"
42.0,Medium,Emergency Fund,Middle-aged,Medium,High,Intermediate,Low,57,Secure Blueprint,0.12,-0.62,"Medium, Emergency Fund, Middle-aged, Medium, High, Intermediate, Low 0.12 -0.62"
42.0,Medium,Emergency Fund,Middle-aged,Medium,High,Intermediate,Low,33,Thrive Insights Deluxe,-0.27,-0.45,"Medium, Emergency Fund, Middle-aged, Medium, High, Intermediate, Low -0.27 -0.45"
47.0,Medium,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,83,Academy Total,0.32,0.32,"Medium, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.32 0.32"
29.0,Medium,"Investment Growth, Emergency Fund",Young,Medium,Medium,Intermediate,Low,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Investment Growth, Emergency Fund, Young, Medium, Medium, Intermediate, Low 0.48 -0.03"
25.0,Medium,Retirement,Young,High,Low,Unknown,High,47,Success,-0.07,0.15,"Medium, Retirement, Young, High, Low, Unknown, High -0.07 0.15"
52.0,Medium,Investment Growth,Older,Low,High,Intermediate,Low,43,Budget Builder Gold,0.1,0.04,"Medium, Investment Growth, Older, Low, High, Intermediate, Low 0.1 0.04"
51.0,Medium,"Emergency Fund, Debt Freedom",Older,Low,Medium,Intermediate,High,21,Economic Blueprint Supreme,-0.23,0.04,"Medium, Emergency Fund, Debt Freedom, Older, Low, Medium, Intermediate, High -0.23 0.04"
26.0,High,"Emergency Fund, Investment Growth",Young,High,Low,Beginner,High,56,Insights Select,0.02,-0.02,"High, Emergency Fund, Investment Growth, Young, High, Low, Beginner, High 0.02 -0.02"
44.0,High,"Investment Growth, Emergency Fund",Middle-aged,Low,Low,Beginner,High,81,Asset Path,0.38,0.1,"High, Investment Growth, Emergency Fund, Middle-aged, Low, Low, Beginner, High 0.38 0.1"
47.0,Medium,Debt Freedom,Middle-aged,Low,Medium,Beginner,Medium,39,Success Complete,-0.1,0.36,"Medium, Debt Freedom, Middle-aged, Low, Medium, Beginner, Medium -0.1 0.36"
47.0,Medium,Debt Freedom,Middle-aged,Low,Medium,Beginner,Medium,43,Budget Builder Gold,0.1,0.04,"Medium, Debt Freedom, Middle-aged, Low, Medium, Beginner, Medium 0.1 0.04"
43.0,Low,"Investment Growth, Retirement",Middle-aged,Medium,Low,Intermediate,High,21,Economic Blueprint Supreme,-0.23,0.04,"Low, Investment Growth, Retirement, Middle-aged, Medium, Low, Intermediate, High -0.23 0.04"
38.0,Low,Debt Freedom,Middle-aged,High,Medium,Intermediate,Medium,40,Economic Tracker,-0.13,0.05,"Low, Debt Freedom, Middle-aged, High, Medium, Intermediate, Medium -0.13 0.05"
45.0,High,Investment Growth,Middle-aged,Unknown,High,Intermediate,Low,100,Fortune Builder,0.5,-0.07,"High, Investment Growth, Middle-aged, Unknown, High, Intermediate, Low 0.5 -0.07"
54.0,Low,"Debt Freedom, Investment Growth",Older,Medium,Low,Intermediate,Medium,89,Savvy Builder Essential,0.59,0.07,"Low, Debt Freedom, Investment Growth, Older, Medium, Low, Intermediate, Medium 0.59 0.07"
54.0,Low,"Debt Freedom, Investment Growth",Older,Medium,Low,Intermediate,Medium,97,Treasury Mastery,0.53,0.04,"Low, Debt Freedom, Investment Growth, Older, Medium, Low, Intermediate, Medium 0.53 0.04"
48.0,Low,"Investment Growth, Retirement",Middle-aged,Unknown,High,Beginner,Medium,86,Dollar Solutions Advanced,0.3,-0.0,"Low, Investment Growth, Retirement, Middle-aged, Unknown, High, Beginner, Medium 0.3 -0.0"
37.0,High,"Investment Growth, Emergency Fund",Middle-aged,Low,Low,Intermediate,Unknown,80,Advantage,0.02,-0.55,"High, Investment Growth, Emergency Fund, Middle-aged, Low, Low, Intermediate, Unknown 0.02 -0.55"
43.0,Low,Emergency Fund,Middle-aged,High,Unknown,Beginner,Unknown,89,Savvy Builder Essential,0.59,0.07,"Low, Emergency Fund, Middle-aged, High, Unknown, Beginner, Unknown 0.59 0.07"
43.0,Low,Emergency Fund,Middle-aged,High,Unknown,Beginner,Unknown,8,Future Blueprint Advanced,-0.49,0.09,"Low, Emergency Fund, Middle-aged, High, Unknown, Beginner, Unknown -0.49 0.09"
44.0,High,"Debt Freedom, Emergency Fund",Middle-aged,Low,Low,Beginner,High,39,Success Complete,-0.1,0.36,"High, Debt Freedom, Emergency Fund, Middle-aged, Low, Low, Beginner, High -0.1 0.36"
41.0,Low,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,83,Academy Total,0.32,0.32,"Low, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.32 0.32"
49.0,Low,Retirement,Older,Medium,Medium,Intermediate,Medium,55,Fiscal System Expert,0.1,0.23,"Low, Retirement, Older, Medium, Medium, Intermediate, Medium 0.1 0.23"
50.0,Low,Emergency Fund,Older,High,Medium,Beginner,Low,42,Dollar Mastery Select,-0.05,0.02,"Low, Emergency Fund, Older, High, Medium, Beginner, Low -0.05 0.02"
50.0,High,"Investment Growth, Retirement",Older,Low,High,Intermediate,High,51,Money Builder Deluxe,0.07,0.07,"High, Investment Growth, Retirement, Older, Low, High, Intermediate, High 0.07 0.07"
31.0,High,"Debt Freedom, Retirement",Young,Medium,High,Beginner,Medium,76,Smart Vision Premium,0.35,-0.06,"High, Debt Freedom, Retirement, Young, Medium, High, Beginner, Medium 0.35 -0.06"
52.0,Medium,Investment Growth,Older,Unknown,Unknown,Intermediate,Low,92,Budget Foundation Pro,0.44,0.06,"Medium, Investment Growth, Older, Unknown, Unknown, Intermediate, Low 0.44 0.06"
52.0,Medium,Investment Growth,Older,Unknown,Unknown,Intermediate,Low,28,Economic Academy Complete,-0.2,0.3,"Medium, Investment Growth, Older, Unknown, Unknown, Intermediate, Low -0.2 0.3"
46.0,High,Retirement,Middle-aged,High,Medium,Intermediate,Low,27,Wealth Mastery Expert,-0.3,-0.59,"High, Retirement, Middle-aged, High, Medium, Intermediate, Low -0.3 -0.59"
31.0,Medium,"Emergency Fund, Debt Freedom",Young,High,Low,Beginner,Low,53,Thrive Planner Total,0.11,0.14,"Medium, Emergency Fund, Debt Freedom, Young, High, Low, Beginner, Low 0.11 0.14"
50.0,Low,"Retirement, Debt Freedom",Older,Unknown,Unknown,Unknown,Unknown,72,Secure Advantage,0.3,0.2,"Low, Retirement, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown 0.3 0.2"
39.0,High,"Debt Freedom, Investment Growth",Middle-aged,High,Low,Intermediate,Unknown,94,Equity Mastery Total,0.41,-0.82,"High, Debt Freedom, Investment Growth, Middle-aged, High, Low, Intermediate, Unknown 0.41 -0.82"
